id,timestamp,src_ip,dst_ip,protocol,src_port,dst_port,length,flags,message_content
18,2024-10-28 15:48:07,192.168.1.138,192.168.1.100,UDP,59298,53,156,,G-code: G1 X100 Y100 Z0.2 ; Move to next layer (Data packet received)
19,2024-10-28 15:48:07,192.168.1.100,192.168.1.138,TCP,58996,22,194,RST,Warning: Connection terminated unexpectedly.
20,2024-10-28 15:48:09,192.168.1.138,192.168.1.100,UDP,61482,161,43,,G-code: M104 S200 ; Set extruder temperature
21,2024-10-28 15:48:11,192.168.1.138,192.168.1.100,UDP,61859,123,172,,G-code: G1 X100 Y100 Z0.2 ; Move to next layer (Data packet received)
22,2024-10-28 15:48:12,192.168.1.138,192.168.1.100,UDP,51507,53,87,,G-code: M104 S200 ; Set extruder temperature
23,2024-10-28 15:48:14,192.168.1.100,192.168.1.138,TCP,49659,443,177,FIN,Warning: Connection terminated unexpectedly.
24,2024-10-28 15:48:15,192.168.1.138,192.168.1.100,UDP,58375,161,179,,G-code: G1 X100 Y100 Z0.2 ; Move to next layer (Data packet received)
25,2024-10-28 15:48:15,192.168.1.138,192.168.1.100,UDP,61698,161,179,,G-code: G1 X100 Y100 Z0.2 ; Move to next layer (Data packet received)
26,2024-10-28 15:48:17,192.168.1.138,192.168.1.100,TCP,60521,22,135,SYN-ACK,G-code: G28 ; Home all axes (Handshake initiated)
27,2024-10-28 15:48:18,192.168.1.138,192.168.1.100,UDP,58125,161,155,,G-code: G1 X100 Y100 Z0.2 ; Move to next layer (Data packet received)
28,2024-10-28 15:48:20,192.168.1.138,192.168.1.100,UDP,63539,161,121,,G-code: G1 X100 Y100 Z0.2 ; Move to next layer (Data packet received)
29,2024-10-28 15:48:23,192.168.1.138,192.168.1.100,TCP,51074,80,151,SYN,G-code: G28 ; Home all axes (Handshake initiated)
30,2024-10-28 15:48:24,192.168.1.100,192.168.1.138,TCP,57227,443,33,RST,Warning: Connection terminated unexpectedly.
31,2024-10-28 15:48:26,192.168.1.100,192.168.1.138,TCP,51847,22,56,FIN,Warning: Connection terminated unexpectedly.
32,2024-10-28 15:48:28,192.168.1.138,192.168.1.100,TCP,60569,80,194,SYN,G-code: G28 ; Home all axes (Handshake initiated)
33,2024-10-28 15:48:29,192.168.1.138,192.168.1.100,UDP,49244,123,158,,G-code: G1 X100 Y100 Z0.2 ; Move to next layer (Data packet received)
34,2024-10-28 15:48:31,192.168.1.138,192.168.1.100,UDP,65357,161,95,,G-code: M104 S200 ; Set extruder temperature
35,2024-10-28 15:48:32,192.168.1.100,192.168.1.138,TCP,54669,80,151,ACK,Acknowledgment received. Continuing print job.
36,2024-10-28 15:48:33,192.168.1.138,192.168.1.100,TCP,65534,22,142,SYN-ACK,G-code: G28 ; Home all axes (Handshake initiated)
37,2024-10-28 15:48:35,192.168.1.100,192.168.1.138,TCP,55422,443,97,FIN,Warning: Connection terminated unexpectedly.
38,2024-10-28 15:48:36,192.168.1.100,192.168.1.138,TCP,51790,80,55,ACK,Acknowledgment received. Continuing print job.
39,2024-10-28 15:48:37,192.168.1.100,192.168.1.138,TCP,61013,80,90,ACK,Acknowledgment received. Continuing print job.
40,2024-10-28 15:48:38,192.168.1.100,192.168.1.138,TCP,62358,443,72,ACK,Acknowledgment received. Continuing print job.
41,2024-10-28 15:48:40,192.168.1.100,192.168.1.138,TCP,61592,443,137,FIN,Warning: Connection terminated unexpectedly.
42,2024-10-28 15:48:42,192.168.1.138,192.168.1.100,UDP,55933,53,63,,G-code: M104 S200 ; Set extruder temperature
43,2024-10-28 15:48:44,192.168.1.138,192.168.1.100,TCP,64313,80,165,SYN,G-code: G28 ; Home all axes (Handshake initiated)
44,2024-10-28 15:48:46,192.168.1.138,192.168.1.100,TCP,64879,80,159,SYN,G-code: G28 ; Home all axes (Handshake initiated)
45,2024-10-28 15:48:48,192.168.1.138,192.168.1.100,UDP,55284,123,128,,G-code: G1 X100 Y100 Z0.2 ; Move to next layer (Data packet received)
46,2024-10-28 15:48:48,192.168.1.100,192.168.1.138,TCP,55759,22,152,RST,Warning: Connection terminated unexpectedly.
47,2024-10-28 15:48:50,192.168.1.100,192.168.1.138,TCP,53154,22,69,RST,Warning: Connection terminated unexpectedly.
48,2024-10-28 15:48:52,192.168.1.138,192.168.1.100,UDP,50863,53,96,,G-code: M104 S200 ; Set extruder temperature
49,2024-10-28 15:48:54,192.168.1.138,192.168.1.100,UDP,57488,123,74,,G-code: M104 S200 ; Set extruder temperature
50,2024-10-28 15:48:55,192.168.1.100,192.168.1.138,TCP,60101,22,95,ACK,Acknowledgment received. Continuing print job.
51,2024-10-28 15:48:55,192.168.1.138,192.168.1.100,UDP,56828,123,55,,G-code: M104 S200 ; Set extruder temperature
52,2024-10-28 15:48:57,192.168.1.100,192.168.1.138,TCP,58763,80,110,ACK,Acknowledgment received. Continuing print job.
53,2024-10-28 15:48:58,192.168.1.100,192.168.1.138,TCP,50567,443,37,ACK,Acknowledgment received. Continuing print job.
54,2024-10-28 15:49:00,192.168.1.100,192.168.1.138,TCP,58921,443,200,ACK,Acknowledgment received. Continuing print job.
55,2024-10-28 15:49:02,192.168.1.138,192.168.1.100,TCP,53578,80,47,SYN-ACK,G-code: G28 ; Home all axes (Handshake initiated)
56,2024-10-28 15:49:04,192.168.1.138,192.168.1.100,UDP,51284,123,80,,G-code: M104 S200 ; Set extruder temperature
57,2024-10-28 15:49:06,192.168.1.138,192.168.1.100,UDP,61622,161,182,,G-code: G1 X100 Y100 Z0.2 ; Move to next layer (Data packet received)
58,2024-10-28 15:49:07,192.168.1.100,192.168.1.138,TCP,56579,80,199,FIN,Warning: Connection terminated unexpectedly.
59,2024-10-28 15:49:09,192.168.1.138,192.168.1.100,UDP,62347,161,102,,G-code: G1 X100 Y100 Z0.2 ; Move to next layer (Data packet received)
60,2024-10-28 15:49:09,192.168.1.138,192.168.1.100,UDP,59865,53,200,,G-code: G1 X100 Y100 Z0.2 ; Move to next layer (Data packet received)
61,2024-10-28 15:49:10,192.168.1.138,192.168.1.100,UDP,63719,53,64,,G-code: M104 S200 ; Set extruder temperature
62,2024-10-28 15:49:11,192.168.1.138,192.168.1.100,UDP,49794,123,62,,G-code: M104 S200 ; Set extruder temperature
63,2024-10-28 15:49:13,192.168.1.100,192.168.1.138,TCP,60271,443,90,ACK,Acknowledgment received. Continuing print job.
64,2024-10-28 15:49:13,192.168.1.138,192.168.1.100,UDP,59952,123,56,,G-code: M104 S200 ; Set extruder temperature
65,2024-10-28 15:49:14,192.168.1.138,192.168.1.100,TCP,58933,443,54,SYN,G-code: G28 ; Home all axes (Handshake initiated)
66,2024-10-28 15:49:16,192.168.1.100,192.168.1.138,TCP,63026,443,109,ACK,Acknowledgment received. Continuing print job.
67,2024-10-28 15:49:17,192.168.1.138,192.168.1.100,UDP,57895,53,165,,G-code: G1 X100 Y100 Z0.2 ; Move to next layer (Data packet received)
68,2024-10-28 15:49:19,192.168.1.100,192.168.1.138,TCP,57052,443,193,ACK,Acknowledgment received. Continuing print job.
69,2024-10-28 15:49:21,192.168.1.138,192.168.1.100,TCP,57571,80,50,SYN,G-code: G28 ; Home all axes (Handshake initiated)
70,2024-10-28 15:49:23,192.168.1.100,192.168.1.138,TCP,59502,22,90,RST,Warning: Connection terminated unexpectedly.
71,2024-10-28 15:49:25,192.168.1.138,192.168.1.100,UDP,62590,161,74,,G-code: M104 S200 ; Set extruder temperature
72,2024-10-28 15:49:26,192.168.1.138,192.168.1.100,UDP,60460,53,111,,G-code: G1 X100 Y100 Z0.2 ; Move to next layer (Data packet received)
73,2024-10-28 15:49:28,192.168.1.100,192.168.1.138,TCP,62644,80,106,FIN,Warning: Connection terminated unexpectedly.
74,2024-10-28 15:49:30,192.168.1.100,192.168.1.138,TCP,65309,80,103,RST,Warning: Connection terminated unexpectedly.
75,2024-10-28 15:49:31,192.168.1.138,192.168.1.100,UDP,57650,123,121,,G-code: G1 X100 Y100 Z0.2 ; Move to next layer (Data packet received)
76,2024-10-28 15:49:31,192.168.1.138,192.168.1.100,UDP,55889,53,168,,G-code: G1 X100 Y100 Z0.2 ; Move to next layer (Data packet received)
77,2024-10-28 15:49:33,192.168.1.138,192.168.1.100,TCP,51941,443,161,SYN-ACK,G-code: G28 ; Home all axes (Handshake initiated)
78,2024-10-28 15:49:34,192.168.1.138,192.168.1.100,UDP,52956,123,86,,G-code: M104 S200 ; Set extruder temperature
79,2024-10-28 15:49:37,192.168.1.100,192.168.1.138,TCP,58067,22,87,FIN,Warning: Connection terminated unexpectedly.
80,2024-10-28 15:49:39,192.168.1.138,192.168.1.100,UDP,53040,53,84,,G-code: M104 S200 ; Set extruder temperature
81,2024-10-28 15:49:41,192.168.1.138,192.168.1.100,UDP,52141,53,147,,G-code: G1 X100 Y100 Z0.2 ; Move to next layer (Data packet received)
82,2024-10-28 15:49:42,192.168.1.138,192.168.1.100,UDP,57179,53,191,,G-code: G1 X100 Y100 Z0.2 ; Move to next layer (Data packet received)
83,2024-10-28 15:49:44,192.168.1.138,192.168.1.100,UDP,52462,123,149,,G-code: G1 X100 Y100 Z0.2 ; Move to next layer (Data packet received)
84,2024-10-28 15:49:45,192.168.1.138,192.168.1.100,UDP,54564,161,150,,G-code: G1 X100 Y100 Z0.2 ; Move to next layer (Data packet received)
85,2024-10-28 15:49:47,192.168.1.138,192.168.1.100,TCP,54715,80,176,SYN,G-code: G28 ; Home all axes (Handshake initiated)
86,2024-10-28 15:49:49,192.168.1.100,192.168.1.138,TCP,50891,22,57,ACK,Acknowledgment received. Continuing print job.
87,2024-10-28 15:49:51,192.168.1.100,192.168.1.138,TCP,56293,22,117,RST,Warning: Connection terminated unexpectedly.
88,2024-10-28 15:49:52,192.168.1.138,192.168.1.100,UDP,52151,123,67,,G-code: M104 S200 ; Set extruder temperature
89,2024-10-28 15:49:54,192.168.1.138,192.168.1.100,UDP,61398,123,199,,G-code: G1 X100 Y100 Z0.2 ; Move to next layer (Data packet received)
90,2024-10-28 15:49:56,192.168.1.138,192.168.1.100,UDP,56724,161,173,,G-code: G1 X100 Y100 Z0.2 ; Move to next layer (Data packet received)
91,2024-10-28 15:49:57,192.168.1.138,192.168.1.100,UDP,63191,161,47,,G-code: M104 S200 ; Set extruder temperature
92,2024-10-28 15:49:58,192.168.1.138,192.168.1.100,UDP,62570,123,189,,G-code: G1 X100 Y100 Z0.2 ; Move to next layer (Data packet received)
93,2024-10-28 15:50:00,192.168.1.100,192.168.1.138,TCP,65229,443,96,ACK,Acknowledgment received. Continuing print job.
94,2024-10-28 15:50:03,192.168.1.138,192.168.1.100,UDP,57451,123,39,,G-code: M104 S200 ; Set extruder temperature
95,2024-10-28 15:50:04,192.168.1.100,192.168.1.138,TCP,58989,80,153,RST,Warning: Connection terminated unexpectedly.
96,2024-10-28 15:50:07,192.168.1.138,192.168.1.100,UDP,56802,161,73,,G-code: M104 S200 ; Set extruder temperature
97,2024-10-28 15:50:08,192.168.1.100,192.168.1.138,TCP,61589,443,96,FIN,Warning: Connection terminated unexpectedly.
98,2024-10-28 15:50:10,192.168.1.138,192.168.1.100,UDP,60009,123,124,,G-code: G1 X100 Y100 Z0.2 ; Move to next layer (Data packet received)
99,2024-10-28 15:50:11,192.168.1.100,192.168.1.138,TCP,62500,443,46,FIN,Warning: Connection terminated unexpectedly.
100,2024-10-28 15:50:12,192.168.1.138,192.168.1.100,TCP,58083,443,84,SYN-ACK,G-code: G28 ; Home all axes (Handshake initiated)
101,2024-10-28 15:50:13,192.168.1.138,192.168.1.100,TCP,54658,443,155,SYN-ACK,G-code: G28 ; Home all axes (Handshake initiated)
102,2024-10-28 15:50:14,192.168.1.138,192.168.1.100,UDP,60976,123,128,,G-code: G1 X100 Y100 Z0.2 ; Move to next layer (Data packet received)
103,2024-10-28 15:50:16,192.168.1.138,192.168.1.100,UDP,49475,123,161,,G-code: G1 X100 Y100 Z0.2 ; Move to next layer (Data packet received)
104,2024-10-28 15:50:17,192.168.1.138,192.168.1.100,UDP,57815,123,120,,G-code: G1 X100 Y100 Z0.2 ; Move to next layer (Data packet received)
105,2024-10-28 15:50:17,192.168.1.138,192.168.1.100,TCP,53603,443,123,SYN,G-code: G28 ; Home all axes (Handshake initiated)
106,2024-10-28 15:50:18,192.168.1.138,192.168.1.100,UDP,61619,161,124,,G-code: G1 X100 Y100 Z0.2 ; Move to next layer (Data packet received)
107,2024-10-28 15:50:19,192.168.1.100,192.168.1.138,TCP,63937,443,134,RST,Warning: Connection terminated unexpectedly.
108,2024-10-28 15:50:21,192.168.1.100,192.168.1.138,TCP,65427,80,112,ACK,Acknowledgment received. Continuing print job.
109,2024-10-28 15:50:22,192.168.1.138,192.168.1.100,UDP,58445,53,54,,G-code: M104 S200 ; Set extruder temperature
110,2024-10-28 15:50:25,192.168.1.138,192.168.1.100,UDP,51044,53,36,,G-code: M104 S200 ; Set extruder temperature
111,2024-10-28 15:50:26,192.168.1.100,192.168.1.138,TCP,57023,22,113,FIN,Warning: Connection terminated unexpectedly.
112,2024-10-28 15:50:27,192.168.1.138,192.168.1.100,UDP,55121,53,45,,G-code: M104 S200 ; Set extruder temperature
113,2024-10-28 15:50:29,192.168.1.138,192.168.1.100,UDP,55448,53,172,,G-code: G1 X100 Y100 Z0.2 ; Move to next layer (Data packet received)
114,2024-10-28 15:50:30,192.168.1.100,192.168.1.138,TCP,51017,22,163,RST,Warning: Connection terminated unexpectedly.
115,2024-10-28 15:50:32,192.168.1.138,192.168.1.100,UDP,61032,123,96,,G-code: M104 S200 ; Set extruder temperature
116,2024-10-28 15:50:32,192.168.1.138,192.168.1.100,UDP,58023,123,60,,G-code: M104 S200 ; Set extruder temperature
117,2024-10-28 15:50:34,192.168.1.100,192.168.1.138,TCP,65208,443,39,RST,Warning: Connection terminated unexpectedly.
118,2024-10-28 15:50:36,192.168.1.138,192.168.1.100,UDP,63343,123,118,,G-code: G1 X100 Y100 Z0.2 ; Move to next layer (Data packet received)
119,2024-10-28 15:50:37,192.168.1.100,192.168.1.138,TCP,60539,22,85,ACK,Acknowledgment received. Continuing print job.
120,2024-10-28 15:50:38,192.168.1.100,192.168.1.138,TCP,64732,22,166,FIN,Warning: Connection terminated unexpectedly.
121,2024-10-28 15:50:39,192.168.1.138,192.168.1.100,UDP,61666,53,101,,G-code: G1 X100 Y100 Z0.2 ; Move to next layer (Data packet received)
122,2024-10-28 15:50:41,192.168.1.138,192.168.1.100,UDP,55106,161,72,,G-code: M104 S200 ; Set extruder temperature
123,2024-10-28 15:50:43,192.168.1.138,192.168.1.100,TCP,59896,443,185,SYN-ACK,G-code: G28 ; Home all axes (Handshake initiated)
124,2024-10-28 15:50:44,192.168.1.138,192.168.1.100,TCP,64424,80,71,SYN-ACK,G-code: G28 ; Home all axes (Handshake initiated)
125,2024-10-28 15:50:46,192.168.1.138,192.168.1.100,UDP,57552,123,122,,G-code: G1 X100 Y100 Z0.2 ; Move to next layer (Data packet received)
126,2024-10-28 15:50:48,192.168.1.138,192.168.1.100,UDP,54440,123,74,,G-code: M104 S200 ; Set extruder temperature
127,2024-10-28 15:50:50,192.168.1.138,192.168.1.100,TCP,55339,80,105,SYN-ACK,G-code: G28 ; Home all axes (Handshake initiated)
128,2024-10-28 15:50:51,192.168.1.138,192.168.1.100,TCP,61318,80,89,SYN-ACK,G-code: G28 ; Home all axes (Handshake initiated)
129,2024-10-28 15:50:53,192.168.1.100,192.168.1.138,TCP,50297,22,35,RST,Warning: Connection terminated unexpectedly.
130,2024-10-28 15:50:54,192.168.1.138,192.168.1.100,TCP,63304,443,78,SYN,G-code: G28 ; Home all axes (Handshake initiated)
131,2024-10-28 15:50:55,192.168.1.138,192.168.1.100,UDP,65235,53,90,,G-code: M104 S200 ; Set extruder temperature
132,2024-10-28 15:50:57,192.168.1.100,192.168.1.138,TCP,62065,443,160,FIN,Warning: Connection terminated unexpectedly.
133,2024-10-28 15:50:58,192.168.1.138,192.168.1.100,UDP,62237,161,138,,G-code: G1 X100 Y100 Z0.2 ; Move to next layer (Data packet received)
134,2024-10-28 15:50:59,192.168.1.138,192.168.1.100,TCP,61442,22,127,SYN-ACK,G-code: G28 ; Home all axes (Handshake initiated)
135,2024-10-28 15:51:00,192.168.1.100,192.168.1.138,TCP,64832,443,173,ACK,Acknowledgment received. Continuing print job.
136,2024-10-28 15:51:02,192.168.1.100,192.168.1.138,TCP,63399,80,38,FIN,Warning: Connection terminated unexpectedly.
137,2024-10-28 15:51:03,192.168.1.138,192.168.1.100,UDP,50903,53,154,,G-code: G1 X100 Y100 Z0.2 ; Move to next layer (Data packet received)
138,2024-10-28 15:51:04,192.168.1.100,192.168.1.138,TCP,51162,443,148,RST,Warning: Connection terminated unexpectedly.
139,2024-10-28 15:51:05,192.168.1.100,192.168.1.138,TCP,50528,22,165,RST,Warning: Connection terminated unexpectedly.
140,2024-10-28 15:51:06,192.168.1.138,192.168.1.100,UDP,64835,123,97,,G-code: M104 S200 ; Set extruder temperature
141,2024-10-28 15:51:07,192.168.1.100,192.168.1.138,TCP,61907,22,189,FIN,Warning: Connection terminated unexpectedly.
142,2024-10-28 15:51:08,192.168.1.138,192.168.1.100,UDP,55533,53,185,,G-code: G1 X100 Y100 Z0.2 ; Move to next layer (Data packet received)
143,2024-10-28 15:51:10,192.168.1.138,192.168.1.100,UDP,57153,161,105,,G-code: G1 X100 Y100 Z0.2 ; Move to next layer (Data packet received)
144,2024-10-28 15:51:12,192.168.1.138,192.168.1.100,TCP,65226,80,78,SYN,G-code: G28 ; Home all axes (Handshake initiated)
145,2024-10-28 15:51:13,192.168.1.138,192.168.1.100,TCP,50099,22,200,SYN-ACK,G-code: G28 ; Home all axes (Handshake initiated)
146,2024-10-28 15:51:15,192.168.1.138,192.168.1.100,UDP,61791,123,63,,G-code: M104 S200 ; Set extruder temperature
147,2024-10-28 15:51:18,192.168.1.138,192.168.1.100,UDP,49925,161,155,,G-code: G1 X100 Y100 Z0.2 ; Move to next layer (Data packet received)
148,2024-10-28 15:51:19,192.168.1.138,192.168.1.100,UDP,50556,161,142,,G-code: G1 X100 Y100 Z0.2 ; Move to next layer (Data packet received)
149,2024-10-28 15:51:20,192.168.1.138,192.168.1.100,UDP,59826,53,92,,G-code: M104 S200 ; Set extruder temperature
150,2024-10-28 15:51:21,192.168.1.138,192.168.1.100,UDP,61585,53,105,,G-code: G1 X100 Y100 Z0.2 ; Move to next layer (Data packet received)
151,2024-10-28 15:51:22,192.168.1.138,192.168.1.100,UDP,57232,123,186,,G-code: G1 X100 Y100 Z0.2 ; Move to next layer (Data packet received)
152,2024-10-28 15:51:24,192.168.1.100,192.168.1.138,TCP,50482,443,80,FIN,Warning: Connection terminated unexpectedly.
153,2024-10-28 15:51:26,192.168.1.100,192.168.1.138,TCP,55219,443,72,RST,Warning: Connection terminated unexpectedly.
154,2024-10-28 15:51:27,192.168.1.138,192.168.1.100,UDP,60479,161,94,,G-code: M104 S200 ; Set extruder temperature
155,2024-10-28 15:51:29,192.168.1.138,192.168.1.100,UDP,59933,161,200,,G-code: G1 X100 Y100 Z0.2 ; Move to next layer (Data packet received)
156,2024-10-28 15:51:30,192.168.1.138,192.168.1.100,UDP,57504,53,55,,G-code: M104 S200 ; Set extruder temperature
157,2024-10-28 15:51:31,192.168.1.138,192.168.1.100,UDP,61312,53,52,,G-code: M104 S200 ; Set extruder temperature
158,2024-10-28 15:51:33,192.168.1.138,192.168.1.100,TCP,55217,80,106,SYN-ACK,G-code: G28 ; Home all axes (Handshake initiated)
159,2024-10-28 15:51:34,192.168.1.138,192.168.1.100,UDP,60055,161,157,,G-code: G1 X100 Y100 Z0.2 ; Move to next layer (Data packet received)
160,2024-10-28 15:51:35,192.168.1.138,192.168.1.100,TCP,59626,22,68,SYN-ACK,G-code: G28 ; Home all axes (Handshake initiated)
161,2024-10-28 15:51:37,192.168.1.138,192.168.1.100,UDP,49296,123,136,,G-code: G1 X100 Y100 Z0.2 ; Move to next layer (Data packet received)
162,2024-10-28 15:51:38,192.168.1.138,192.168.1.100,UDP,58709,161,157,,G-code: G1 X100 Y100 Z0.2 ; Move to next layer (Data packet received)
163,2024-10-28 15:51:39,192.168.1.138,192.168.1.100,UDP,55042,161,110,,G-code: G1 X100 Y100 Z0.2 ; Move to next layer (Data packet received)
164,2024-10-28 15:51:40,192.168.1.138,192.168.1.100,UDP,62932,161,51,,G-code: M104 S200 ; Set extruder temperature
165,2024-10-28 15:51:41,192.168.1.100,192.168.1.138,TCP,63258,443,98,ACK,Acknowledgment received. Continuing print job.
166,2024-10-28 15:51:43,192.168.1.100,192.168.1.138,TCP,64978,80,139,RST,Warning: Connection terminated unexpectedly.
167,2024-10-28 15:51:44,192.168.1.138,192.168.1.100,TCP,49177,443,178,SYN,G-code: G28 ; Home all axes (Handshake initiated)
168,2024-10-28 15:51:46,192.168.1.138,192.168.1.100,UDP,55435,53,111,,G-code: G1 X100 Y100 Z0.2 ; Move to next layer (Data packet received)
169,2024-10-28 15:51:47,192.168.1.100,192.168.1.138,TCP,56913,80,144,RST,Warning: Connection terminated unexpectedly.
170,2024-10-28 15:51:48,192.168.1.138,192.168.1.100,UDP,64249,53,197,,G-code: G1 X100 Y100 Z0.2 ; Move to next layer (Data packet received)
171,2024-10-28 15:51:50,192.168.1.100,192.168.1.138,TCP,61780,22,88,RST,Warning: Connection terminated unexpectedly.
172,2024-10-28 15:51:51,192.168.1.100,192.168.1.138,TCP,57101,22,75,ACK,Acknowledgment received. Continuing print job.
173,2024-10-28 15:51:52,192.168.1.138,192.168.1.100,UDP,53464,161,145,,G-code: G1 X100 Y100 Z0.2 ; Move to next layer (Data packet received)
174,2024-10-28 15:51:55,192.168.1.138,192.168.1.100,UDP,60231,123,42,,G-code: M104 S200 ; Set extruder temperature
175,2024-10-28 15:51:56,192.168.1.138,192.168.1.100,UDP,64415,161,76,,G-code: M104 S200 ; Set extruder temperature
176,2024-10-28 15:51:58,192.168.1.138,192.168.1.100,UDP,56463,123,40,,G-code: M104 S200 ; Set extruder temperature
177,2024-10-28 15:52:00,192.168.1.138,192.168.1.100,UDP,64530,161,138,,G-code: G1 X100 Y100 Z0.2 ; Move to next layer (Data packet received)
178,2024-10-28 15:52:01,192.168.1.100,192.168.1.138,TCP,62527,22,46,ACK,Acknowledgment received. Continuing print job.
179,2024-10-28 15:52:03,192.168.1.138,192.168.1.100,TCP,57363,443,148,SYN-ACK,G-code: G28 ; Home all axes (Handshake initiated)
180,2024-10-28 15:52:05,192.168.1.138,192.168.1.100,UDP,64569,53,113,,G-code: G1 X100 Y100 Z0.2 ; Move to next layer (Data packet received)
181,2024-10-28 15:52:05,192.168.1.138,192.168.1.100,UDP,51368,53,36,,G-code: M104 S200 ; Set extruder temperature
182,2024-10-28 15:52:08,192.168.1.138,192.168.1.100,UDP,49279,53,195,,G-code: G1 X100 Y100 Z0.2 ; Move to next layer (Data packet received)
183,2024-10-28 15:52:09,192.168.1.138,192.168.1.100,UDP,52870,53,45,,G-code: M104 S200 ; Set extruder temperature
184,2024-10-28 15:52:10,192.168.1.138,192.168.1.100,UDP,62994,53,138,,G-code: G1 X100 Y100 Z0.2 ; Move to next layer (Data packet received)
185,2024-10-28 15:52:11,192.168.1.100,192.168.1.138,TCP,64533,443,52,FIN,Warning: Connection terminated unexpectedly.
186,2024-10-28 15:52:13,192.168.1.100,192.168.1.138,TCP,59484,443,169,RST,Warning: Connection terminated unexpectedly.
187,2024-10-28 15:52:14,192.168.1.100,192.168.1.138,TCP,53079,22,149,FIN,Warning: Connection terminated unexpectedly.
188,2024-10-28 15:52:16,192.168.1.100,192.168.1.138,TCP,60092,22,108,ACK,Acknowledgment received. Continuing print job.
189,2024-10-28 15:52:18,192.168.1.138,192.168.1.100,UDP,53472,53,76,,G-code: M104 S200 ; Set extruder temperature
190,2024-10-28 15:52:18,192.168.1.138,192.168.1.100,UDP,63818,161,185,,G-code: G1 X100 Y100 Z0.2 ; Move to next layer (Data packet received)
191,2024-10-28 15:52:19,192.168.1.138,192.168.1.100,UDP,65180,161,92,,G-code: M104 S200 ; Set extruder temperature
192,2024-10-28 15:52:20,192.168.1.100,192.168.1.138,TCP,57310,22,108,RST,Warning: Connection terminated unexpectedly.
193,2024-10-28 15:52:21,192.168.1.100,192.168.1.138,TCP,50208,443,137,RST,Warning: Connection terminated unexpectedly.
194,2024-10-28 15:52:23,192.168.1.138,192.168.1.100,UDP,58845,123,193,,G-code: G1 X100 Y100 Z0.2 ; Move to next layer (Data packet received)
195,2024-10-28 15:52:25,192.168.1.138,192.168.1.100,UDP,55535,53,109,,G-code: G1 X100 Y100 Z0.2 ; Move to next layer (Data packet received)
196,2024-10-28 15:52:27,192.168.1.100,192.168.1.138,TCP,64797,80,89,FIN,Warning: Connection terminated unexpectedly.
197,2024-10-28 15:52:28,192.168.1.138,192.168.1.100,UDP,58988,123,144,,G-code: G1 X100 Y100 Z0.2 ; Move to next layer (Data packet received)
198,2024-10-28 15:52:29,192.168.1.138,192.168.1.100,UDP,61806,53,91,,G-code: M104 S200 ; Set extruder temperature
199,2024-10-28 15:52:30,192.168.1.138,192.168.1.100,TCP,56612,443,140,SYN-ACK,G-code: G28 ; Home all axes (Handshake initiated)
200,2024-10-28 15:52:31,192.168.1.138,192.168.1.100,TCP,52251,22,144,SYN,G-code: G28 ; Home all axes (Handshake initiated)
