id,timestamp,src_ip,dst_ip,protocol,src_port,dst_port,length,flags,message_content,label
82,2024-10-28 15:49:42,192.168.1.138,192.168.1.100,UDP,57179,53,191,,G-code: G1 X100 Y100 Z0.2 ; Move to next layer (Data packet received),normal
83,2024-10-28 15:49:44,192.168.1.138,192.168.1.100,UDP,52462,123,149,,G-code: G1 X100 Y100 Z0.2 ; Move to next layer (Data packet received),normal
84,2024-10-28 15:49:45,192.168.1.138,192.168.1.100,UDP,54564,161,150,,G-code: G1 X100 Y100 Z0.2 ; Move to next layer (Data packet received),normal
85,2024-10-28 15:49:47,192.168.1.138,192.168.1.100,TCP,54715,80,176,SYN,G-code: G28 ; Home all axes (Handshake initiated),normal
86,2024-10-28 15:49:49,192.168.1.100,192.168.1.138,TCP,50891,22,57,ACK,Acknowledgment received. Continuing print job.,normal
87,2024-10-28 15:49:51,192.168.1.100,192.168.1.138,TCP,56293,22,117,RST,Warning: Connection terminated unexpectedly.,normal
88,2024-10-28 15:49:52,192.168.1.138,192.168.1.100,UDP,52151,123,67,,G-code: M104 S200 ; Set extruder temperature,normal
89,2024-10-28 15:49:54,192.168.1.138,192.168.1.100,UDP,61398,123,199,,G-code: G1 X100 Y100 Z0.2 ; Move to next layer (Data packet received),normal
90,2024-10-28 15:49:56,192.168.1.138,192.168.1.100,UDP,56724,161,173,,G-code: G1 X100 Y100 Z0.2 ; Move to next layer (Data packet received),normal
91,2024-10-28 15:49:57,192.168.1.138,192.168.1.100,UDP,63191,161,47,,G-code: M104 S200 ; Set extruder temperature,normal
92,2024-10-28 15:49:58,192.168.1.138,192.168.1.100,UDP,62570,123,189,,G-code: G1 X100 Y100 Z0.2 ; Move to next layer (Data packet received),normal
93,2024-10-28 15:50:00,192.168.1.100,192.168.1.138,TCP,65229,443,96,ACK,Acknowledgment received. Continuing print job.,normal
94,2024-10-28 15:50:03,192.168.1.138,192.168.1.100,UDP,57451,123,39,,G-code: M104 S200 ; Set extruder temperature,normal
95,2024-10-28 15:50:04,192.168.1.100,192.168.1.138,TCP,58989,80,153,RST,Warning: Connection terminated unexpectedly.,normal
96,2024-10-28 15:50:07,192.168.1.138,192.168.1.100,UDP,56802,161,73,,G-code: M104 S200 ; Set extruder temperature,normal
97,2024-10-28 15:50:08,192.168.1.100,192.168.1.138,TCP,61589,443,96,FIN,Warning: Connection terminated unexpectedly.,normal
98,2024-10-28 15:50:10,192.168.1.138,192.168.1.100,UDP,60009,123,124,,G-code: G1 X100 Y100 Z0.2 ; Move to next layer (Data packet received),normal
99,2024-10-28 15:50:11,192.168.1.100,192.168.1.138,TCP,62500,443,46,FIN,Warning: Connection terminated unexpectedly.,normal
100,2024-10-28 15:50:12,192.168.1.138,192.168.1.100,TCP,58083,443,84,SYN-ACK,G-code: G28 ; Home all axes (Handshake initiated),normal
101,2024-10-28 15:50:13,192.168.1.138,192.168.1.100,TCP,54658,443,155,SYN-ACK,G-code: G28 ; Home all axes (Handshake initiated),normal
102,2024-10-28 15:50:14,192.168.1.138,192.168.1.100,UDP,60976,123,128,,G-code: G1 X100 Y100 Z0.2 ; Move to next layer (Data packet received),normal
103,2024-10-28 15:50:16,192.168.1.138,192.168.1.100,UDP,49475,123,161,,G-code: G1 X100 Y100 Z0.2 ; Move to next layer (Data packet received),normal
104,2024-10-28 15:50:17,192.168.1.138,192.168.1.100,UDP,57815,123,120,,G-code: G1 X100 Y100 Z0.2 ; Move to next layer (Data packet received),normal
105,2024-10-28 15:50:17,192.168.1.138,192.168.1.100,TCP,53603,443,123,SYN,G-code: G28 ; Home all axes (Handshake initiated),normal
106,2024-10-28 15:50:18,192.168.1.138,192.168.1.100,UDP,61619,161,124,,G-code: G1 X100 Y100 Z0.2 ; Move to next layer (Data packet received),normal
107,2024-10-28 15:50:19,192.168.1.100,192.168.1.138,TCP,63937,443,134,RST,Warning: Connection terminated unexpectedly.,normal
108,2024-10-28 15:50:21,192.168.1.100,192.168.1.138,TCP,65427,80,112,ACK,Acknowledgment received. Continuing print job.,normal
109,2024-10-28 15:50:22,192.168.1.138,192.168.1.100,UDP,58445,53,54,,G-code: M104 S200 ; Set extruder temperature,normal
110,2024-10-28 15:50:25,192.168.1.138,192.168.1.100,UDP,51044,53,36,,G-code: M104 S200 ; Set extruder temperature,normal
111,2024-10-28 15:50:26,192.168.1.100,192.168.1.138,TCP,57023,22,113,FIN,Warning: Connection terminated unexpectedly.,normal
112,2024-10-28 15:50:27,192.168.1.138,192.168.1.100,UDP,55121,53,45,,G-code: M104 S200 ; Set extruder temperature,normal
113,2024-10-28 15:50:29,192.168.1.138,192.168.1.100,UDP,55448,53,172,,G-code: G1 X100 Y100 Z0.2 ; Move to next layer (Data packet received),normal
114,2024-10-28 15:50:30,192.168.1.100,192.168.1.138,TCP,51017,22,163,RST,Warning: Connection terminated unexpectedly.,normal
115,2024-10-28 15:50:32,192.168.1.138,192.168.1.100,UDP,61032,123,96,,G-code: M104 S200 ; Set extruder temperature,normal
116,2024-10-28 15:50:32,192.168.1.138,192.168.1.100,UDP,58023,123,60,,G-code: M104 S200 ; Set extruder temperature,normal
117,2024-10-28 15:50:34,192.168.1.100,192.168.1.138,TCP,65208,443,39,RST,Warning: Connection terminated unexpectedly.,normal
118,2024-10-28 15:50:36,192.168.1.138,192.168.1.100,UDP,63343,123,118,,G-code: G1 X100 Y100 Z0.2 ; Move to next layer (Data packet received),normal
119,2024-10-28 15:50:37,192.168.1.100,192.168.1.138,TCP,60539,22,85,ACK,Acknowledgment received. Continuing print job.,normal
120,2024-10-28 15:50:38,192.168.1.100,192.168.1.138,TCP,64732,22,166,FIN,Warning: Connection terminated unexpectedly.,normal
121,2024-10-28 15:50:39,192.168.1.138,192.168.1.100,UDP,61666,53,101,,G-code: G1 X100 Y100 Z0.2 ; Move to next layer (Data packet received),normal
122,2024-10-28 15:50:41,192.168.1.138,192.168.1.100,UDP,55106,161,72,,G-code: M104 S200 ; Set extruder temperature,normal
123,2024-10-28 15:50:43,192.168.1.138,192.168.1.100,TCP,59896,443,185,SYN-ACK,G-code: G28 ; Home all axes (Handshake initiated),normal
124,2024-10-28 15:50:44,192.168.1.138,192.168.1.100,TCP,64424,80,71,SYN-ACK,G-code: G28 ; Home all axes (Handshake initiated),normal
125,2024-10-28 15:50:46,192.168.1.138,192.168.1.100,UDP,57552,123,122,,G-code: G1 X100 Y100 Z0.2 ; Move to next layer (Data packet received),normal
126,2024-10-28 15:50:48,192.168.1.138,192.168.1.100,UDP,54440,123,74,,G-code: M104 S200 ; Set extruder temperature,normal
127,2024-10-28 15:50:50,192.168.1.138,192.168.1.100,TCP,55339,80,105,SYN-ACK,G-code: G28 ; Home all axes (Handshake initiated),normal
128,2024-10-28 15:50:51,192.168.1.138,192.168.1.100,TCP,61318,80,89,SYN-ACK,G-code: G28 ; Home all axes (Handshake initiated),normal
129,2024-10-28 15:50:53,192.168.1.100,192.168.1.138,TCP,50297,22,35,RST,Warning: Connection terminated unexpectedly.,normal
130,2024-10-28 15:50:54,192.168.1.138,192.168.1.100,TCP,63304,443,78,SYN,G-code: G28 ; Home all axes (Handshake initiated),normal
131,2024-10-28 15:50:55,192.168.1.138,192.168.1.100,UDP,65235,53,90,,G-code: M104 S200 ; Set extruder temperature,normal
132,2024-10-28 15:50:57,192.168.1.100,192.168.1.138,TCP,62065,443,160,FIN,Warning: Connection terminated unexpectedly.,normal
133,2024-10-28 15:50:58,192.168.1.138,192.168.1.100,UDP,62237,161,138,,G-code: G1 X100 Y100 Z0.2 ; Move to next layer (Data packet received),normal
134,2024-10-28 15:50:59,192.168.1.138,192.168.1.100,TCP,61442,22,127,SYN-ACK,G-code: G28 ; Home all axes (Handshake initiated),normal
135,2024-10-28 15:51:00,192.168.1.100,192.168.1.138,TCP,64832,443,173,ACK,Acknowledgment received. Continuing print job.,normal
136,2024-10-28 15:51:02,192.168.1.100,192.168.1.138,TCP,63399,80,38,FIN,Warning: Connection terminated unexpectedly.,normal
137,2024-10-28 15:51:03,192.168.1.138,192.168.1.100,UDP,50903,53,154,,G-code: G1 X100 Y100 Z0.2 ; Move to next layer (Data packet received),normal
138,2024-10-28 15:51:04,192.168.1.100,192.168.1.138,TCP,51162,443,148,RST,Warning: Connection terminated unexpectedly.,normal
139,2024-10-28 15:51:05,192.168.1.100,192.168.1.138,TCP,50528,22,165,RST,Warning: Connection terminated unexpectedly.,normal
140,2024-10-28 15:51:06,192.168.1.138,192.168.1.100,UDP,64835,123,97,,G-code: M104 S200 ; Set extruder temperature,normal
141,2024-10-28 15:51:07,192.168.1.100,192.168.1.138,TCP,61907,22,189,FIN,Warning: Connection terminated unexpectedly.,normal
142,2024-10-28 15:51:08,192.168.1.138,192.168.1.100,UDP,55533,53,185,,G-code: G1 X100 Y100 Z0.2 ; Move to next layer (Data packet received),normal
143,2024-10-28 15:51:10,192.168.1.138,192.168.1.100,UDP,57153,161,105,,G-code: G1 X100 Y100 Z0.2 ; Move to next layer (Data packet received),normal
144,2024-10-28 15:51:12,192.168.1.138,192.168.1.100,TCP,65226,80,78,SYN,G-code: G28 ; Home all axes (Handshake initiated),normal
145,2024-10-28 15:51:13,192.168.1.138,192.168.1.100,TCP,50099,22,200,SYN-ACK,G-code: G28 ; Home all axes (Handshake initiated),normal
146,2024-10-28 15:51:15,192.168.1.138,192.168.1.100,UDP,61791,123,63,,G-code: M104 S200 ; Set extruder temperature,normal
147,2024-10-28 15:51:18,192.168.1.138,192.168.1.100,UDP,49925,161,155,,G-code: G1 X100 Y100 Z0.2 ; Move to next layer (Data packet received),normal
148,2024-10-28 15:51:19,192.168.1.138,192.168.1.100,UDP,50556,161,142,,G-code: G1 X100 Y100 Z0.2 ; Move to next layer (Data packet received),normal
149,2024-10-28 15:51:20,192.168.1.138,192.168.1.100,UDP,59826,53,92,,G-code: M104 S200 ; Set extruder temperature,normal
150,2024-10-28 15:51:21,192.168.1.138,192.168.1.100,UDP,61585,53,105,,G-code: G1 X100 Y100 Z0.2 ; Move to next layer (Data packet received),normal
151,2024-10-28 15:51:22,192.168.1.138,192.168.1.100,UDP,57232,123,186,,G-code: G1 X100 Y100 Z0.2 ; Move to next layer (Data packet received),normal
152,2024-10-28 15:51:24,192.168.1.100,192.168.1.138,TCP,50482,443,80,FIN,Warning: Connection terminated unexpectedly.,normal
153,2024-10-28 15:51:26,192.168.1.100,192.168.1.138,TCP,55219,443,72,RST,Warning: Connection terminated unexpectedly.,normal
154,2024-10-28 15:51:27,192.168.1.138,192.168.1.100,UDP,60479,161,94,,G-code: M104 S200 ; Set extruder temperature,normal
155,2024-10-28 15:51:29,192.168.1.138,192.168.1.100,UDP,59933,161,200,,G-code: G1 X100 Y100 Z0.2 ; Move to next layer (Data packet received),normal
156,2024-10-28 15:51:30,192.168.1.138,192.168.1.100,UDP,57504,53,55,,G-code: M104 S200 ; Set extruder temperature,normal
157,2024-10-28 15:51:31,192.168.1.138,192.168.1.100,UDP,61312,53,52,,G-code: M104 S200 ; Set extruder temperature,normal
158,2024-10-28 15:51:33,192.168.1.138,192.168.1.100,TCP,55217,80,106,SYN-ACK,G-code: G28 ; Home all axes (Handshake initiated),normal
159,2024-10-28 15:51:34,192.168.1.138,192.168.1.100,UDP,60055,161,157,,G-code: G1 X100 Y100 Z0.2 ; Move to next layer (Data packet received),normal
160,2024-10-28 15:51:35,192.168.1.138,192.168.1.100,TCP,59626,22,68,SYN-ACK,G-code: G28 ; Home all axes (Handshake initiated),normal
161,2024-10-28 15:51:37,192.168.1.138,192.168.1.100,UDP,49296,123,136,,G-code: G1 X100 Y100 Z0.2 ; Move to next layer (Data packet received),normal
162,2024-10-28 15:51:38,192.168.1.138,192.168.1.100,UDP,58709,161,157,,G-code: G1 X100 Y100 Z0.2 ; Move to next layer (Data packet received),normal
163,2024-10-28 15:51:39,192.168.1.138,192.168.1.100,UDP,55042,161,110,,G-code: G1 X100 Y100 Z0.2 ; Move to next layer (Data packet received),normal
164,2024-10-28 15:51:40,192.168.1.138,192.168.1.100,UDP,62932,161,51,,G-code: M104 S200 ; Set extruder temperature,normal
165,2024-10-28 15:51:41,192.168.1.100,192.168.1.138,TCP,63258,443,98,ACK,Acknowledgment received. Continuing print job.,normal
166,2024-10-28 15:51:43,192.168.1.100,192.168.1.138,TCP,64978,80,139,RST,Warning: Connection terminated unexpectedly.,normal
167,2024-10-28 15:51:44,192.168.1.138,192.168.1.100,TCP,49177,443,178,SYN,G-code: G28 ; Home all axes (Handshake initiated),normal
168,2024-10-28 15:51:46,192.168.1.138,192.168.1.100,UDP,55435,53,111,,G-code: G1 X100 Y100 Z0.2 ; Move to next layer (Data packet received),normal
169,2024-10-28 15:51:47,192.168.1.100,192.168.1.138,TCP,56913,80,144,RST,Warning: Connection terminated unexpectedly.,normal
170,2024-10-28 15:51:48,192.168.1.138,192.168.1.100,UDP,64249,53,197,,G-code: G1 X100 Y100 Z0.2 ; Move to next layer (Data packet received),normal
171,2024-10-28 15:51:50,192.168.1.100,192.168.1.138,TCP,61780,22,88,RST,Warning: Connection terminated unexpectedly.,normal
172,2024-10-28 15:51:51,192.168.1.100,192.168.1.138,TCP,57101,22,75,ACK,Acknowledgment received. Continuing print job.,normal
173,2024-10-28 15:51:52,192.168.1.138,192.168.1.100,UDP,53464,161,145,,G-code: G1 X100 Y100 Z0.2 ; Move to next layer (Data packet received),normal
174,2024-10-28 15:51:55,192.168.1.138,192.168.1.100,UDP,60231,123,42,,G-code: M104 S200 ; Set extruder temperature,normal
175,2024-10-28 15:51:56,192.168.1.138,192.168.1.100,UDP,64415,161,76,,G-code: M104 S200 ; Set extruder temperature,normal
176,2024-10-28 15:51:58,192.168.1.138,192.168.1.100,UDP,56463,123,40,,G-code: M104 S200 ; Set extruder temperature,normal
177,2024-10-28 15:52:00,192.168.1.138,192.168.1.100,UDP,64530,161,138,,G-code: G1 X100 Y100 Z0.2 ; Move to next layer (Data packet received),normal
178,2024-10-28 15:52:01,192.168.1.100,192.168.1.138,TCP,62527,22,46,ACK,Acknowledgment received. Continuing print job.,normal
179,2024-10-28 15:52:03,192.168.1.138,192.168.1.100,TCP,57363,443,148,SYN-ACK,G-code: G28 ; Home all axes (Handshake initiated),normal
180,2024-10-28 15:52:05,192.168.1.138,192.168.1.100,UDP,64569,53,113,,G-code: G1 X100 Y100 Z0.2 ; Move to next layer (Data packet received),normal
181,2024-10-28 15:52:05,192.168.1.138,192.168.1.100,UDP,51368,53,36,,G-code: M104 S200 ; Set extruder temperature,normal
182,2024-10-28 15:52:08,192.168.1.138,192.168.1.100,UDP,49279,53,195,,G-code: G1 X100 Y100 Z0.2 ; Move to next layer (Data packet received),normal
183,2024-10-28 15:52:09,192.168.1.138,192.168.1.100,UDP,52870,53,45,,G-code: M104 S200 ; Set extruder temperature,normal
184,2024-10-28 15:52:10,192.168.1.138,192.168.1.100,UDP,62994,53,138,,G-code: G1 X100 Y100 Z0.2 ; Move to next layer (Data packet received),normal
185,2024-10-28 15:52:11,192.168.1.100,192.168.1.138,TCP,64533,443,52,FIN,Warning: Connection terminated unexpectedly.,normal
186,2024-10-28 15:52:13,192.168.1.100,192.168.1.138,TCP,59484,443,169,RST,Warning: Connection terminated unexpectedly.,normal
187,2024-10-28 15:52:14,192.168.1.100,192.168.1.138,TCP,53079,22,149,FIN,Warning: Connection terminated unexpectedly.,normal
188,2024-10-28 15:52:16,192.168.1.100,192.168.1.138,TCP,60092,22,108,ACK,Acknowledgment received. Continuing print job.,normal
189,2024-10-28 15:52:18,192.168.1.138,192.168.1.100,UDP,53472,53,76,,G-code: M104 S200 ; Set extruder temperature,normal
190,2024-10-28 15:52:18,192.168.1.138,192.168.1.100,UDP,63818,161,185,,G-code: G1 X100 Y100 Z0.2 ; Move to next layer (Data packet received),normal
191,2024-10-28 15:52:19,192.168.1.138,192.168.1.100,UDP,65180,161,92,,G-code: M104 S200 ; Set extruder temperature,normal
192,2024-10-28 15:52:20,192.168.1.100,192.168.1.138,TCP,57310,22,108,RST,Warning: Connection terminated unexpectedly.,normal
193,2024-10-28 15:52:21,192.168.1.100,192.168.1.138,TCP,50208,443,137,RST,Warning: Connection terminated unexpectedly.,normal
